Zomato URL,Name of Restaurant,Address,Location,Cuisine,Top Dishes,Price for 2,Ratings,No of Votes
https://www.zomato.com/chennai/aleef-biriyani-perungudi,Aleef Biriyani," 41, Church Road, Perungudi, Chennai",Perungudi,Biryani,Invalid,350,3.4,101
https://www.zomato.com/chennai/the-pizza-chromepet,The Pizza," 74, Nehru Nagar, Old Hasthinapuram Main Road, Chromepet, Chennai",Chromepet,"Pizza, Fast Food",Invalid,300,2.6,117
https://www.zomato.com/chennai/madras-kebab-n-pizza-washermenpet,Madras Kebab N Pizza," 28, Ennore High Road, Tondiarpet, Washermenpet, Chennai",Washermenpet,"Biryani, Chinese, North Indian, Burger, Pizza",Invalid,500,3.3,98
https://www.zomato.com/chennai/bilal-biriyani-1-pallavaram,Bilal Biriyani," 21A, GST Road, Pallavaram, Chennai",Pallavaram,"American, North Indian",Invalid,450,2.8,119
https://www.zomato.com/sandwich-express-shop,Sandwich Express Shop, Delivery Only,Saligramam,Sandwich,Invalid,200,3.8,98
https://www.zomato.com/chennai/lobby-lounge-the-leela-palace-mrc-nagar,Lobby Lounge - The Leela Palace," The Leela Palace, Adyar Seaface, MRC Nagar, Chennai","The Leela Palace, MRC Nagar",Continental,"Cup Cake,Hot Chocolate,Coffee,Tea",2500,4,86
https://www.zomato.com/chennai/chendur-saidapet,Chendur," 26, Mount Road, Little Mount, Saidapet, Chennai",Saidapet,"South Indian, North Indian, Chinese",Courteous Staff,650,3.6,102
https://www.zomato.com/chennai/usthad-hotel-karapakkam,Usthad Hotel," 13-A, National Highway 45, Karapakkam, Chennai",Karapakkam,"South Indian, Biryani, Kerala",Invalid,150,3.9,89
https://www.zomato.com/chennai/sai-sandwich-medavakkam,Sai Sandwich," 29/5A, Sarojmal Complex, Keelakattalai, Medavakkam, Chennai",Medavakkam,"Fast Food, Sandwich",Sandwich,150,3.7,82
https://www.zomato.com/chennai/tummy-fillers-kilpauk,Tummy Fillers," 30/3, Balfour Apartments, Balfour Road, Opposite Lite Auditorium, Kilpauk, Chennai",Kilpauk,"Fast Food, Beverages","Burgers,Garlic Bread,French Fries,Pizza",550,3.4,97
https://www.zomato.com/chennai/rukku-aya-kadai-kodambakkam,Rukku Aya Kadai," Azeez Nagar, Kodambakkam, Chennai",Kodambakkam,South Indian,Invalid,150,3.6,101
https://www.zomato.com/chennai/the-sandwich-shop-adyar,The Sandwich Shop," 122, L.B.Road, Adyar, Chennai",Adyar,"Sandwich, Beverages","Fries,Corn Sandwich,Burgers,Mango Milkshake,Mint Lime Cooler,Fried Cheese",250,3.6,95
https://www.zomato.com/chennai/madurai-saradha-mess-t-nagar,Madurai Saradha Mess," CIT 1st Main Road, Near Nandhi Statue CIT Nagar West, T. Nagar, Chennai",T. Nagar,"South Indian, Chinese",Invalid,300,3.1,109
https://www.zomato.com/chennai/wok-to-dhaba-mahabalipuram,Wok To Dhaba," Hotel Mamallaa Heritage, 104, East Raja Street,   Mahabalipuram, Mahabalipuram, Chennai","Hotel Mamallaa Heritage, East Coast Road (ECR)","Chinese, North Indian, Arabian, Asian, Biryani, Juices, Grill","Butter Chicken,Momos,Malai Tikka,Fish Tikka,Chicken Tikka,Paneer Tikka",800,3.7,79
https://www.zomato.com/chennai/sri-krishna-bhavan-kilpauk,Sri Krishna Bhavan," 22 A/53, New Avadi Road, Kilpauk, Chennai",Kilpauk,South Indian,"Pongal,Fried Rice,Medu Vada",200,3.9,94
https://www.zomato.com/chennai/sol-cuisine-besant-nagar,Sol Cuisine," 73, Thiruvalluvar Nagar, Besant Nagar, Chennai",Besant Nagar,"North Indian, Chinese",Fish Tikka,400,3.4,104
https://www.zomato.com/chennai/howah-beach-kovalam-kodambakkam,Howah Beach Kovalam," 16/24,Ground Floor,Dr.Subburayan Nagar 4th Street, Kodambakkam, Chennai",Kodambakkam,Kerala,Appam,700,2.8,68
https://www.zomato.com/chennai/chai-waale-anna-nagar-east,Chai Waale," C 32, Vijaya Plaza, 2nd Avenue Main Road, After Anna Nagar Super Market, Anna Nagar West, Chennai",Anna Nagar East,"Cafe, Beverages, Fast Food","Brownie,Masala Chai,Tea,Cold Coffee,Filtered Coffee,Noodle Samosa,Banana Bread",150,4.4,61
https://www.zomato.com/chennai/arya-bhavan-kolathur,Arya Bhavan," 12, 200 Feet Road, Near DRJ Hospital, Kolathur, Chennai",Kolathur,"South Indian, North Indian, Chinese, Beverages",Coffee,450,3.4,87
https://www.zomato.com/chennai/gk-veg-restaurant-tambaram,GK Veg Restaurant," 3, Station Road, Tambaram Sanatorium, Tambaram, Chennai",Tambaram,"South Indian, North Indian, Chinese","Vegetable Biryani,Chaat",200,2.7,109
https://www.zomato.com/chennai/salem-thattu-vadai-kadai-k-k-nagar,Salem Thattu Vadai Kadai," 12/28, Erikkarai Link Road, MGR Nagar, K.K. Nagar, Chennai",K.K. Nagar,"Street Food, South Indian",Thattu Vada,350,3.5,84
https://www.zomato.com/chennai/dasa-dozza-royapettah,Dasa Dozza," Food Court, 3rd Floor, Express Avenue Mall, Whites Road, Royapettah, Chennai","Express Avenue Mall,Royapettah","South Indian, Street Food","Vada Curry,Coffee,Set Dosa,Curd Rice,Mysore Masala Dosa,Ghee Masala Dosa,Cheese Masala Dosa",500,3.2,63
https://www.zomato.com/chennai/taj-thalapakattu-biryani-chengalpattu,Taj Thalapakattu Biryani," 2/23, Singaperumal Koil, Chengalpattu, Chennai",Chengalpattu,"Biryani, South Indian, North Indian, Chinese",Invalid,300,3.8,100
https://www.zomato.com/char-food-truck,Char," 90, Chamiers Road, RA Puram, Chennai",RA Puram,North Indian,"Crispy Chicken,Wheat Paratha,Mutton Chops,Chicken Malai Tikka,Lamb Chops",700,3.4,77
https://www.zomato.com/chennai/doctors-bubble-tea-besant-nagar,Doctor's Bubble Tea," 34/135, 32nd Cross St, Tiruvalluvar Nagar, Besant Nagar, Chennai",Besant Nagar,"Cafe, Bubble Tea","Bubble Tea,Tiramisu,Milk Tea",200,3.9,89
https://www.zomato.com/chennai/tranz-bar-t-nagar,Tranz Bar," 18/43, Hotel Sangam, Mannar Street, Opposite Bus Terminus, T. Nagar, Chennai",T. Nagar,"Finger Food, North Indian, Chinese","Cocktails,Omelette",1500,3.7,99
https://www.zomato.com/chennai/godavari-andhra-mess-gst-road,Godavari Andhra Mess," 1, Kamarajar High Road, Near Railway Gate, Perungalathur, GST Road, Chennai",GST Road,Andhra,"Hyderabadi Biryani,Tandoori Chicken,Chicken Fry",200,3.6,107
https://www.zomato.com/chennai/hotel-excellent-george-town,Hotel Excellent," 185, Broadway, George Town, Chennai",George Town,"North Indian, Chinese, Biryani, Arabian","Tea,Chicken Chettinad,Paratha",500,3.7,111
https://www.zomato.com/chennai/amaze-perungudi,Amaze," East/4, OMR Food Street, MGR Road, Kandancharadi, Terungudi, Chennai",Perungudi,Fast Food,"Burgers,Pizza,Cheese Balls,Chicken Fries,White Pasta,Chicken Burger,Mojito",300,3.2,80
https://www.zomato.com/chennai/kiran-shree-sagar-karapakkam,Kiran Shree Sagar," 12, Mutamizh Nagar, 3rd Cross Street, Karapakkam, Chennai",Karapakkam,"North Indian, Chinese, Rolls",Invalid,250,3.8,104
https://www.zomato.com/chennai/something-fishy-mylapore,Something Fishy," 87,Ellaiamman Koil Street, Kamarajar Salai, Mylapore, Chennai",Mylapore,"Seafood, South Indian","Sea Food,Fish,Fry Prawns,Biryani,Vanjaram Fry",400,3.8,94
https://www.zomato.com/chennai/national-bhavan-sowcarpet,National Bhavan," 75, Govindappa Naicken Street, Sowcarpet, Chennai",Sowcarpet,South Indian,Buttermilk,200,3.8,117
https://www.zomato.com/chennai/foodaholic-egatoor,Foodaholic, Delivery Only,Egatoor,"Biryani, Fast Food, Chinese, Beverages, Sandwich",Invalid,400,4,97
https://www.zomato.com/chennai/slounge-lemon-tree-shimona-ramapuram,Slounge - Lemon Tree Shimona," Lemon Tree Hotel, 31/3, Mount Poonamalle High Road, Manapakkam, Ramapuram, Chennai","Lemon Tree Shimona, Ramapuram",Finger Food,"Fries,Cocktails,Kung Pao Chicken,Beer",2000,3.7,92
https://www.zomato.com/chennai/cane-twist-velachery,Cane Twist," VGP Selva Nagar, 2nd Main Road, Velachery, Chennai",Velachery,"Beverages, Street Food","Sugarcane Juice,Fruit Juices,Mocktails",200,4,75
https://www.zomato.com/chennai/udipi-hotel-anugraha-porur,Udipi Hotel Anugraha," 31/58, Kundrathur Road, Porur, Chennai",Porur,"South Indian, North Indian",Invalid,450,3.6,107
https://www.zomato.com/chennai/orion-madipakkam,Orion," 23/58, Medavakkam Main Road, Puzhuthivakkam, Ulagaram, Madipakkam, Chennai",Madipakkam,North Indian,"Shawarma,Chicken Grill",650,2.8,100
https://www.zomato.com/chennai/sithiq-malaysian-parotta-madipakkam,Sithiq Malaysian Parotta," Shop 68, Ganesh Nagar, Medavakkam Main Road, Madipakkam, Chennai",Madipakkam,"South Indian, Chinese","Paratha,Fish,Chicken Chettinad,Chicken Grill",550,3.2,100
https://www.zomato.com/chennai/nawabs-anna-nagar-east,Nawabs," H 79, 5th Main Road, Anna Nagar East, Chennai",Anna Nagar East,"North Indian, Chinese, Fast Food","Tandoori Chicken,Rolls,Chicken Manchurian,Premium Mutton Biryani",300,3.8,106
https://www.zomato.com/chennai/tarbouche-velachery,Tarbouche," 13, 7th Street, Tansi Nagar, Velachery, Chennai",Velachery,Arabian,"Shawarma,Rolls,Salad,Peri Peri Roll,Lamb Kebab,French Fries",350,3.8,91
https://www.zomato.com/chennai/juicer-rus-nungambakkam,Juice'r rus," Khader Nawaz Khan Road, Srirampuram, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006, India",Nungambakkam,Beverages,"Snicker Shake,Lassi,Dessert Jar",300,3.6,73
https://www.zomato.com/chennai/asal-biriyani-t-nagar,Asal Biriyani," 5, North Usman Road, T. Nagar, Chennai",T. Nagar,"Biryani, South Indian, Chinese",Invalid,500,3.5,105
https://www.zomato.com/chennai/sea-breeze-koyambedu,Sea Breeze," JP Hotel, 1131, Inner Ring Road, Koyambedu, Chennai","JP Hotel, Koyambedu","North Indian, South Indian, Continental","Salad,Paya",1300,3.7,66
https://www.zomato.com/chennai/ramzan-biriyani-ambattur,Ramzan Biriyani," 195, MTH Road, Padi, Near Britania, Ambattur, Chennai",Ambattur,"Biryani, Chinese",Invalid,450,3.1,90
https://www.zomato.com/chennai/earthen-oven-welcomhotel-gopalapuram,Earthen Oven -WelcomHotel," WelcomHotel, 10, Cathedral Road, Gopalapuram, Chennai","WelcomHotel, RK Salai (Cathedral Road)",North Indian,"Chicken Tikka,Gulab Jamun,Masala Papad,Fish,Kulfi,Set Menu,Vegetable Biryani",2700,3.7,48
https://www.zomato.com/chennai/tattu-idly-variety-dosa-shop-perambur,Tattu Idly & Variety Dosa shop," 16/92, Madhavaram High road, Perambur, Chennai",Perambur,South Indian,Invalid,150,3.6,78
https://www.zomato.com/chennai/shanghai-dhaba-mogappair,Shanghai Dhaba," 3PC - 17, Main Road, Mogappair West, Mogappair, Chennai",Mogappair,"Chinese, North Indian",Invalid,550,3.3,100
https://www.zomato.com/chennai/annam-cafe-velachery,Annam Cafe," Phoenix Market City Mall, Velachery Main Road, Velachery, Chennai","Phoenix Market City, Velachery","North Indian, Continental",Invalid,1000,3.7,31
https://www.zomato.com/chennai/north-east-multi-kitchen-choolaimedu,North East Multi Kitchen," 18/182, Nelson Manickam Road, Choolaimedu, Chennai",Choolaimedu,"Burmese, Italian, Momos","Momos,Noodle,Pork Momo",350,3.7,91
https://www.zomato.com/chennai/nivedhanam-veg-international-mylapore,Nivedhanam Veg International," 234, VM Street, Opposite Yellow Pages, Mylapore, Chennai",Mylapore,"South Indian, North Indian, Chinese","Thali,Roti,Noodles,Momos,Tomato Soup",550,2.9,99
https://www.zomato.com/chennai/fanar-restaurant-vepery,Fanar Restaurant," 1, Vepery High Road, Periamet, Vepery, Chennai",Vepery,"North Indian, Seafood, Chinese","Idiyappam,Barbeque Chicken",400,2.7,126
https://www.zomato.com/chennai/sri-balaji-bhavan-gst-road,Sri Balaji Bhavan," 52, Guduvancherry, GST Road, Chennai",GST Road,"South Indian, North Indian, Chinese","Idli,Pongal",300,3.7,105
https://www.zomato.com/chennai/kalpana-andhra-mess-1-chengalpattu,Kalpana Andhra Mess," 51, Bharathiyar street, Veerapuram, Mahindra world city, Chengalpattu, Chennai",Chengalpattu,"South Indian, Andhra",Invalid,300,3.9,96
https://www.zomato.com/chennai/turning-point-madhavaram,Turning Point," 13/8, Kannapuram, Madhavaram Milk Colony Road, Madhavaram, Chennai",Madhavaram,"Chinese, North Indian, South Indian",Invalid,400,2.8,82
https://www.zomato.com/chennai/jayruka-delicacies-anna-nagar-west,Jayruka Delicacies," 122, 8th Main Road, Anna Nagar West, Chennai",Anna Nagar West,"South Indian, Sandwich, Desserts, Beverages","Pancakes,Pasta,Double Ka Meetha,Idiyappam,Cheese Corn Balls",300,4.1,84
https://www.zomato.com/chennai/soman-unavagam-kolathur,Soman Unavagam," 29A, Balaji Nagar Main Road, Velavan Nagar, Kolathur, Chennai",Kolathur,South Indian,Invalid,350,3.7,98
https://www.zomato.com/chennai/zoo-zoo-corner-kodambakkam,Zoo Zoo Corner," 38/4, Murugasen Street, Samiyar Madam, Kodambakkam, Chennai",Kodambakkam,"Street Food, Fast Food, Juices",Invalid,200,3.5,103
https://www.zomato.com/chennai/biryani-culture-thuraipakkam,Biryani Culture," 7, Matha Koil Street, Block 9, Vivekananda Nagar, Thoraipakkam, Chennai","OMR Food Street,Thuraipakkam","North Indian, Chinese, Tamil",Invalid,500,3.1,92
https://www.zomato.com/chennai/the-pasta-chromepet,The Pasta," 79 Nerhu Nagar, Hasthinapuram Main Road, Chromepet, Chennai",Chromepet,Italian,Invalid,250,2.7,108
https://www.zomato.com/chennai/spices-kerala-restaurant-perungudi,Spices Kerala Restaurant," Phase 2, Near RMZ Millania IT Park, Perungudi, Chennai",Perungudi,"Mughlai, Kerala","Paratha,Chicken Biryani,Ghee Rice",500,3.6,62
https://www.zomato.com/chennai/adyar-sree-bhavan-adyar,Adyar Sree Bhavan," 138, Lattice Bridge Road, Adyar, Chennai",Adyar,"South Indian, North Indian, Chinese",Pongal,250,3.6,87
https://www.zomato.com/chennai/paarambariyas-traditional-veg-restaurant-thiruvanmiyur,Paarambariyas Traditional Veg Restaurant," 91, East Mada Street, Thiruvanmiyur, Chennai",Thiruvanmiyur,South Indian,Coffee,150,3.7,82
https://www.zomato.com/chennai/the-rock-n-roll-cafe-potheri,The Rock N Roll Cafe," Near SRM University, Service Road, Thailavaram, Potheri, Chennai",Potheri,"Cafe, Pizza, Italian","Pizza,Pasta",550,3.8,67
https://www.zomato.com/chennai/students-burger-neelangarai,Student's Burger," 142/9, ECR, Neelangarai, Chennai",Neelangarai,"Fast Food, Beverages, Italian, Burger",Invalid,300,3.5,90
https://www.zomato.com/chennai/thai-chettinadu-hotel-aminijikarai,Thai Chettinadu Hotel," 137, Nelson Manickam Road, Mehta Nagar, Aminijikarai, Chennai",Aminijikarai,Chettinad,Paratha,200,3.4,91
https://www.zomato.com/chennai/hotel-aaron-medavakkam,Hotel Aaron," 30/22, Sholingannallur Main Road,OMR Food Court, Medavakkam, Chennai","OMR Food Street, Perumbakkam","South Indian, North Indian",Invalid,350,3.7,81
https://www.zomato.com/chennai/ratri-cafe-chromepet,Ratri Cafe," Shop 13/A, Second Floor, Naidu Shop Road, Radha Nagar, Chromepet, Chennai",Chromepet,Fast Food,Burgers,200,3.6,93
https://www.zomato.com/chennai/al-sharjah-mogappair,Al Sharjah," 131, SM Narayanan Nagar, Near MMM Hospital, Mogappair, Chennai",Mogappair,"North Indian, Kerala","Chicken Grill,Fried Rice Chicken",650,2.9,82
https://www.zomato.com/chennai/burger-sandwich-treat-west-mambalam,Burger & Sandwich Treat," 63, Reddy Kuppam Road, West Mambalam, Chennai",West Mambalam,"Juices, Sandwich, Pizza",Invalid,350,3.4,97
https://www.zomato.com/chennai/balle-balle-shenoy-nagar,Balle Balle," Shop 9, Pulla Avenue, 7th Street, Shenoy Nagar, Chennai",Shenoy Nagar,North Indian,"Amritsari Kulcha,Chole,Paneer Bhurji,Lassi,Paneer Tikka,Jalebi,Naan",300,3.9,71
https://www.zomato.com/chennai/ice-cream-works-thiruvanmiyur,Ice Cream Works," 21/7, X5 Nahar Villa, North Mada Street, Thiruvanmiyur, Chennai",Thiruvanmiyur,"Ice Cream, Desserts",Waffles,300,3.6,84
https://www.zomato.com/chennai/sai-balaji-bhavan-tambaram,Sai Balaji Bhavan," 148E Velachery Main Road, East Tambaram, Opposite to Airforce Road, Tambaram, Chennai",Tambaram,"South Indian, North Indian, Chinese",Invalid,300,3.8,97
https://www.zomato.com/chennai/milda-naturals-anna-nagar-east,Milda Naturals," 47, F Block, Ground Floor, 1st Main Road, Anna Nagar East, Chennai",Anna Nagar East,"Ice Cream, Desserts","Belgian Chocolate,Belgium Chocolate",150,3.8,75
https://www.zomato.com/chennai/hot-dosai-navallur,Hot Dosai," 92, OMR Road, Navallur, Chennai","OMR Food Street, Navallur","South Indian, Chinese, Chettinad","Masala Dosa,Filtered Coffee",450,3.4,87
https://www.zomato.com/chennai/firangi-bake-thuraipakkam,Firangi Bake," 13, Kogilambal Nagar,OMR, Raju Nagar, Thuraipakkam, Chennai",Thuraipakkam,"Italian, Mexican","Rice Bowl,Minced Chicken Lasagne,Fish Steak,Pasta,Roasted Chicken Steak",600,3.9,99
https://www.zomato.com/chennai/manna-veg-restaurant-ramapuram,Manna Veg Restaurant," Shop 5 & 6, L & T Colony, Manapakkam, Ramapuram, Chennai",Ramapuram,"South Indian, North Indian",Invalid,200,3.6,88
https://www.zomato.com/chennai/stories-library-cafe-k-k-nagar,Stories Library Cafe," 575/2, Alagirisamy Salai, K.K. Nagar, Chennai",K.K. Nagar,"Cafe, Fast Food, Desserts",Invalid,800,3.7,42
https://www.zomato.com/chennai/splendour-egmore,Splendour," Hotel Vestin Park, 39, Montieth Road, Egmore, Chennai","Vestin Park Hotel, Egmore","Continental, South Indian, Desserts, North Indian, Chinese",Invalid,1150,3.5,33
https://www.zomato.com/chennai/cakes-pies-maduravoyal,Cakes & Pies," 50, Poonamallee High Road, Near M.G.R University, Maduravoyal, Chennai",Maduravoyal,"Bakery, Fast Food",Invalid,400,3.8,60
https://www.zomato.com/chennai/sporty-cafe-madipakkam,Sporty Cafe," The Gaming Nation, 85, 1st Floor, Medavakkam Main Road, Keelkattalai, Chennai",Madipakkam,"Sandwich, Burger","Burgers,Chicken Burger,Sandwich,Thick Shakes,French Fries",500,3.9,93
https://www.zomato.com/chennai/five-star-chicken-gst-road,Five Star Chicken," 6, Nellikuppam Road, Nandhivaram, Guduvanchery, Chengalpattu, Chennai",GST Road,Fast Food,Invalid,300,3.7,87
https://www.zomato.com/chennai/fruit-punch-royapettah,Fruit Punch," 3rd Floor, Express Avenue Mall, Whites Road, Royapettah, Chennai","Express Avenue Mall,Royapettah","Juices, Beverages",Fruit Faluda,250,3.7,76
https://www.zomato.com/chennai/afrahs-kebab-kitchen-vadapalani,Afrah's kebab kitchen," 87, 100 Feet Road, Sastri Nagar, Vadapalani, Chennai",Vadapalani,"Arabian, Chettinad",Invalid,200,3.6,107
https://www.zomato.com/chennai/geetha-cafe-medavakkam,Geetha Cafe," 5/534, Velachery Main Road, Medavakkam, Chennai",Medavakkam,"South Indian, North Indian, Chinese",Invalid,150,3.6,100
https://www.zomato.com/chennai/the-balcony-cafe-nungambakkam,The Balcony Cafe," 11, KNK Road, Srirampuram, Thousand Lights, Nungambakkam, Chennai",Nungambakkam,"Cafe, Italian, Continental",Invalid,550,invalid,invalid
https://www.zomato.com/chennai/cake-park-t-nagar,Cake Park," 12, CC Complex, Nair Road, Pondy Bazaar, Near Holy Angels School, T. Nagar, Chennai",T. Nagar,"Bakery, Desserts, Fast Food","Chocolate Truffle,Cheesecake",600,3.7,67
https://www.zomato.com/chennai/nico-coffee-house-bar-old-mahabalipuram-road-omr,NICO Coffee House & Bar," Opposite ELCOT SEZ, Old Mahabalipuram Road (OMR), Chennai","Novotel Chennai, OMR","Finger Food, Chinese, South Indian, Fast Food",Invalid,1000,4,20
https://www.zomato.com/chennai/sweetsoul-buddha-bowls-alwarpet,Sweetsoul Buddha Bowls," Hotel Rajpark, 180, TTK Road, Alwarpet, Chennai","Hotel Rajpark, Alwarpet","Healthy Food, Desserts, Beverages","Salad,Chicken Grill",650,4.1,63
https://www.zomato.com/chennai/annachi-dosai-kadai-injambakkam,Annachi Dosai Kadai," VGP Golden Beach Resort, East Coast Road (ECR), Injambakkam, Chennai",Injambakkam,"South Indian, North Indian, Chinese","Paneer Dosa,Egg Dosa",500,2.3,71
https://www.zomato.com/chennai/chennai-chat-k-k-nagar,Chennai Chat," 1, Velan Street, K.K. Nagar, Chennai",K.K. Nagar,North Indian,"Chaat,Bhel Puri",400,3.5,83
https://www.zomato.com/chennai/the-cake-bakers-kottivakkam,The Cake Bakers," 255/7, Kottivakkam, Chennai",Kottivakkam,"Bakery, Fast Food",Invalid,300,3.2,16
https://www.zomato.com/chennai/poppies-cafe-multicuisine-restaurant-taramani,Poppies Cafe Multicuisine Restaurant," 66/ 7, Kannagi Street , Anbazhagan Nagar, Taramani, Chennai Opposite 5C Bus stand",Taramani,"North Indian, Chinese, Chettinad","Burgers,Shawarma,Sandwiches,Sandwich,Fried Rice,Faluda",500,3.5,71
https://www.zomato.com/chennai/pastry-maniaa-anna-nagar-east,Pastry Maniaa," 4/1, RV Nagar 6th street, Anna Nagar East, Chennai",Anna Nagar East,"Bakery, Desserts","Cup Cake,Chocolate Truffle",250,4.1,95
https://www.zomato.com/chennai/vaishno-thali-thiruvanmiyur,Vaishno Thali, Delivery Only,Thiruvanmiyur,North Indian,"Rajma,Litti Choka,Roti,Liti Chokha,Sattu Paratha,Thali",200,3.4,84
https://www.zomato.com/chennai/frosticks-vadapalani,Frosticks," Forum vijaya mall, Vadapalani, Chennai","Forum Vijaya Mall, Vadapalani",Ice Cream,Chocolate Icecreams,150,4,47
https://www.zomato.com/chennai/annanagar-vaishanavas-thattu-idli-kadai-anna-nagar-east,Annanagar Vaishanava's - Thattu Idli Kadai," Bay 1, Ground Floor, Plot 91, Q Block, 4th Main Road, Anna Nagar East, Chennai",Anna Nagar East,"South Indian, Chinese, Street Food","Thatte Idli,Paratha,Podi Idli,Sandwich",200,3.9,86
https://www.zomato.com/chennai/marrybrown-pallavaram,Marrybrown," 58, Krishna Nagar, Pammal Main Road, Pallavaram, Chennai",Pallavaram,"Fast Food, Burger",Burgers,600,3.4,76
https://www.zomato.com/chennai/soman-unvagam-perambur,Soman Unvagam," 46, 1st Main Road, Jawahar Nagar, Perambur, Chennai",Perambur,"South Indian, North Indian, Chinese",Invalid,400,3.7,102
https://www.zomato.com/chennai/the-delhi-dhaba-kilpauk,The Delhi Dhaba," 126, Halls Road, Kilpauk, Chennai",Kilpauk,"North Indian, Chinese",Aloo Paratha,300,3.7,85
https://www.zomato.com/chennai/cafe-zea-madipakkam,Cafe Zea," 20, Arul Jothi Street, Madipakkam, Chennai",Madipakkam,Fast Food,"Nachos,Caramel Popcorn,Sandwich",200,3.8,98
https://www.zomato.com/chennai/al-kababji-velachery,Al Kababji," 46, Annai Indhira Nagar, Near Railway Station, Velachery, Chennai",Velachery,"North Indian, Mughlai, Chinese","Shawarma,Chicken Grill",400,3.6,98
https://www.zomato.com/chennai/shake-n-shake-chromepet,Shake N Shake," 85, Archanapuram Main Road, Chromepet, Chennai",Chromepet,"Desserts, Fast Food, Ice Cream",Invalid,300,2.7,92
https://www.zomato.com/chennai/dubai-kitchen-neelangarai,Dubai Kitchen," 145, Neelankarai, East Coast Road (ECR), Chennai",Neelangarai,"Arabian, North Indian, South Indian","Chicken Grill,Tandoori Chicken,Butter Chicken,Barbeque Chicken,Pita Bread,Naan",700,2.5,98
https://www.zomato.com/chennai/shri-anandhaas-1-pallikaranai,Shri Anandhaas," 283, VGP Rajesh Nagar, Velachery Main Road, Narayanapuram, Pallikaranai, Chennai",Pallikaranai,South Indian,"Pasta,Pongal",250,2.8,86
https://www.zomato.com/chennai/ganga-sweets-mogappair,Ganga Sweets," PC1/1, Collector Nagar, Mogappair, Chennai",Mogappair,"Mithai, Street Food, Chettinad","Pav Bhaji,Chaat,Bhel Puri",300,3.7,81
https://www.zomato.com/chennai/umar-kebab-corner-anna-salai,Umar Kebab Corner," 42, Gee Gee Complex, Chindatripet, Anna Salai, Chennai",Anna Salai,"Biryani, Chinese, North Indian",Invalid,400,3.6,91
https://www.zomato.com/chennai/tulsi-foods-mylapore,Tulsi Foods," 2,1st Link Street, CIT Colony, Mylapore, Chennai",Mylapore,"North Indian, Fast Food, Continental, Italian, Chinese","Paneer Tikka,Paratha",400,3.8,95
https://www.zomato.com/chennai/sulthans-biryani-ashok-nagar,Sulthan's Biryani," New 71/1&3, Old 13/1&3, Ground Floor, 1st Avenue, Indira Colony, Ashok Nagar, Chennai",Ashok Nagar,"Biryani, Chinese, North Indian",Invalid,600,3.8,37
https://www.zomato.com/chennai/rahman-biriyani-old-mahabalipuram-road-omr,Rahman Biriyani," 4/168, OMR, Egatoor, Old Mahabalipuram Road (OMR), Chennai",Old Mahabalipuram Road (OMR),"Biryani, South Indian, North Indian, Chinese",Tomato Rice,300,2.7,88
https://www.zomato.com/chennai/the-chennai-sandwich-shop-ramapuram,The Chennai Sandwich Shop," 1, Elumalai Street, Puthapedu, Ramapuram, Chennai",Ramapuram,"Sandwich, Fast Food",Invalid,250,invalid,invalid
https://www.zomato.com/chennai/baskin-robbins-besant-nagar,Baskin Robbins," 17, 5th Avenue, Thiruvalluvar Nagar, Besant Nagar, Chennai",Besant Nagar,"Ice Cream, Desserts, Beverages",Invalid,300,3.8,61
https://www.zomato.com/chennai/oink-nungambakkam,Oink," 5/47, Sterling Avenue, Nungambakkam, Chennai",Nungambakkam,"Hot dogs, Rolls","Pork Ribs,Chilli Pork,Coffee,Vada Pav,Hot Dog",500,3.9,92
https://www.zomato.com/chennai/chennai-24-kodambakkam,Chennai 24," Hotel Pratap Plaza, 168/96, Kodambakkam High Road, Mahalingapuram, Kodambakkam, Chennai","Hotel Pratap Plaza, Kodambakkam","North Indian, Chinese, South Indian","Salad,Gulab Jamun",700,3.6,76
https://www.zomato.com/chennai/al-faham-vepery,Al Faham," 7/4, Kumarapa Street, Periamet, Near Mosque, Vepery, Chennai",Vepery,"North Indian, Chinese, BBQ, Mughlai",Invalid,600,3.4,87
https://www.zomato.com/chennai/mashawi-george-town,Mashawi," 6/5, Irusappan Street, 1st Floor, Park Town, Chennai",George Town,"Arabian, Middle Eastern","Mashawi,Lamb Ouzi,Chicken Tenders",500,4.1,61
https://www.zomato.com/chennai/perambur-sri-srinivasa-ambattur,Perambur Sri Srinivasa," 98, MTH Road, Padi, Ambattur, Chennai",Ambattur,"North Indian, South Indian, Fast Food, Street Food","Fried Rice,Panneer Butter Masala",500,3.7,112
https://www.zomato.com/chennai/mistletoe-original-milkshakes-ramapuram,Mistletoe-Original Milkshakes," 2, Mullai Nagar, Bharathi Salai, Ramapuram, Chennai",Ramapuram,"Beverages, Juices",Invalid,150,3.8,100
https://www.zomato.com/chennai/tranquebar-itc-grand-chola-guindy,Tranquebar - ITC Grand Chola," ITC Grand Chola, 63, Mount Road, Guindy, Chennai","ITC Grand Chola, Guindy",Finger Food,Invalid,3000,3.7,57
