Zomato URL,Name of Restaurant,Address,Location,Cuisine,Top Dishes,Price for 2,Ratings,No of Votes
https://www.zomato.com/chennai/famous-jigarthanda-purasavakkam,Famous Jigarthanda," 22/8, Raja Annamalai Road, Purasavakkam, Chennai",Purasavakkam,"Beverages, Desserts, Ice Cream",Invalid,250,3.2,9
https://www.zomato.com/chennai/the-deli-taj-club-house-thousand-lights,The Deli - Taj Club House," Taj Club House Hotel, 2, Club House Road,  Anna Salai, Thousand Lights, Chennai","Taj Club House, Thousand Lights","Desserts, Bakery",Invalid,1500,3.5,7
https://www.zomato.com/chennai/ramba-bar-hotel-palmgrove-nungambakkam,Ramba Bar - Hotel Palmgrove," Hotel Palmgrove, 13, Kodambakkam High Road, Nungambakkam, Chennai","Hotel Palmgrove, Nungambakkam",Finger Food,Invalid,1200,2.9,9
https://www.zomato.com/chennai/ya-kebab-perambur,Ya Kebab," 72/57A, Perambur Main Road, Opposite Perambur Railway Station, Perambur, Chennai",Perambur,"Arabian, Chinese, North Indian",Invalid,750,3.2,8
https://www.zomato.com/chennai/hotel-ganapathy-bhavan-anna-nagar-east,Hotel Ganapathy Bhavan," Y Block, Near Tower Park, Main Anna Nagar, Chennai, Tamil Nadu",Anna Nagar East,"South Indian, Chinese",Invalid,300,3.1,6
https://www.zomato.com/chennai/kongu-foods-karapakkam,Kongu Foods," 60A, RGM Complex, OMR Road, Karappakam, Chennai",Karapakkam,South Indian,Invalid,200,3.3,11
https://www.zomato.com/homemade-cupcakes,Homemade Cupcakes, Delivery Only,Anna Nagar East,Bakery,Invalid,250,3.2,9
https://www.zomato.com/chennai/new-ramakrishna-lunch-home-parrys,New Ramakrishna Lunch Home," 223, NSC Bose Road, YMCA Building, Parrys, Chennai",Parrys,"South Indian, North Indian, Chinese, Mithai",Invalid,400,3,6
https://www.zomato.com/chennai/madurai-jigarthanda-k-k-nagar,Madurai Jigarthanda," 2/6A, Rajamannar Salai, Near K.K Nagar Sivan Park, K.K. Nagar, Chennai",K.K. Nagar,"Beverages, Ice Cream, Desserts",Invalid,200,3.1,10
https://www.zomato.com/chennai/bombay-chats-snacks-vepery,Bombay Chats Snacks," 65, Avadhanam Papier Road, Choolai, Vepery, Chennai",Vepery,"Street Food, Fast Food, Beverages",Invalid,250,3.2,8
https://www.zomato.com/chennai/manam-ramapuram,Manam," 32 A, Arcot Pattai, Nandambakkam, Ramapuram, Chennai",Ramapuram,South Indian,Invalid,300,3.2,5
https://www.zomato.com/chennai/food-box-halt-eat-n-go-medavakkam,Food Box - Halt Eat N' Go," 17/1A1, Opposite Sithalapakkam Bharat Petrol Pump, Thalambur Main Road, Sithalapakkam, Medavakkam, Chennai",Medavakkam,"North Indian, Chinese, Biryani, Beverages",Invalid,600,3.2,5
https://www.zomato.com/chennai/saapida-vaanga-ashok-nagar,Saapida Vaanga," 92/94, Pilliyar Koil Sreet, Japurkhanpet, Next to Kasi Theatre, Ashok Nagar, Chennai",Ashok Nagar,South Indian,Invalid,300,3.3,10
https://www.zomato.com/chennai/virugai-pandian-hotel-virugambakkam,Virugai Pandian Hotel," 12/140, Kaliamman Koil Street, Virugambakkam, Chennai",Virugambakkam,"Biryani, South Indian",Invalid,400,3.3,12
https://www.zomato.com/chennai/amma-samaichadu-selaiyur,Amma Samaichadu," 20, 1st Cross Street, Ranganathan Nagar, Selaiyur, Chennai",Selaiyur,"North Indian, South Indian",Invalid,400,3.4,15
https://www.zomato.com/chennai/hotel-ariyas-medavakkam,Hotel Ariyas," Viduthalai Nagar, Kovilambakkam, Chennai",Medavakkam,"South Indian, North Indian",Invalid,300,3.1,8
https://www.zomato.com/chennai/chiko-and-arab-hub-thuraipakkam,Chiko and Arab Hub," 2/87B, OMR Road, Thuraipakkam, Chennai",Thuraipakkam,"Biryani, North Indian, Chinese",Invalid,500,2.9,10
https://www.zomato.com/chennai/aavin-parlour-mogappair,Aavin Parlour," A114, Near Dav School, Mogappair, Chennai",Mogappair,"Desserts, Ice Cream, Fast Food",Invalid,200,3.3,7
https://www.zomato.com/chennai/hotel-nattukottai-chettinadu-saligramam,Hotel Nattukottai Chettinadu," G 10, SSR Pangajam Street, Saligramam, Chennai",Saligramam,"Biryani, Chettinad, South Indian",Invalid,350,3.2,9
https://www.zomato.com/chennai/the-mansukh-cafe-arumbakkam,The Mansukh Cafe," 193/12A, Jawaharlal Nehru Salai, 100 Feet Road, Arumbakkam, Chennai",Arumbakkam,"Street Food, Pizza",Invalid,500,2.9,8
https://www.zomato.com/chennai/hotel-chennai-masala-adambakkam,Hotel Chennai Masala," 63, Vellalar Street, Adambakkam, Chennai",Adambakkam,Fast Food,Invalid,200,2.9,10
https://www.zomato.com/chennai/karma-mahabalipuram,Karma," Nirvana Boutique Hotel, 28,29 G.K.M Street, Salai, Mamallapuram, Mahabalipuram, Chennai",Mahabalipuram,"North Indian, Chinese",Invalid,900,3.1,5
https://www.zomato.com/chennai/poker-bar-mylapore,Poker Bar," Hotel Shelter, 19, Venkatesa Agraharam Road, Mylapore, Chennai","Hotel Shelter, Mylapore",Bar Food,Invalid,1400,2.9,9
https://www.zomato.com/chennai/biryani-kadai-ambattur,Biryani Kadai," 345, MTH Road, Ambattur, Chennai",Ambattur,"BBQ, Biryani, Chinese, Fast Food, Seafood, South Indian",Invalid,250,invalid,invalid
https://www.zomato.com/chennai/kapao-alwarpet,Kapao, Delivery Only,Alwarpet,Fast Food,Invalid,300,invalid,invalid
https://www.zomato.com/chennai/day-n-nite-pallikaranai,Day N Nite," 271, 7th Cross Street, 1st Main Road, Kamakotti Nagar, Pallikaranai, Chennai",Pallikaranai,"North Indian, Chinese",Invalid,600,3.2,8
https://www.zomato.com/chennai/11-eleven-pizza-poonamalle,11-Eleven Pizza," Shop 73, Main Road, Thirumudivakkam, Poonamalle, Chennai",Poonamalle,"Pizza, Fast Food, Beverages",Invalid,500,invalid,invalid
https://www.zomato.com/chennai/biriyani-station-valasaravakkam,Biriyani Station," 18, Thiruvalluvar Salai, Meenakshi Amman Nagar, Alwarthirunagar, Valasaravakkam, Chennai",Valasaravakkam,"Biryani, Chinese, North Indian",Invalid,300,2.9,9
https://www.zomato.com/chennai/second-home-3-mahabalipuram,Second Home," 52, Othavadai Street, Mamallapuram, Mahabalipuram, Chennai",Mahabalipuram,"North Indian, Chinese, Desserts, Beverages",Invalid,700,3.3,8
https://www.zomato.com/chennai/agarwal-chats-dining-old-mahabalipuram-road-omr,Agarwal Chats & Dining," Vivara Mall, Old Mahabalipuram Road (OMR), Chennai",Old Mahabalipuram Road (OMR),"North Indian, Street Food",Invalid,300,2.8,8
https://www.zomato.com/chennai/gitanjali-veg-restaurant-t-nagar,Gitanjali Veg Restaurant," 83, Usman Road, T. Nagar, Chennai",T. Nagar,"South Indian, Chinese, Beverages",Invalid,200,2.8,11
https://www.zomato.com/chennai/madurai-jigarthanda-gst-road,Madurai Jigarthanda," OMR Food Street Guduvancheri, GST Road, Chennai",GST Road,Ice Cream,Invalid,100,3.4,11
https://www.zomato.com/chennai/ghousiya-biriyani-thousand-lights,Ghousiya Biriyani," 665,  Anna Salai, Thousand Lights, Chennai",Thousand Lights,Biryani,Invalid,200,3,9
https://www.zomato.com/chennai/danish-delight-mogappair,Danish Delight," 36A, Sakthi Nagar, Sriram Nagar Main Road, Nolambur, Mogappair, Chennai",Mogappair,Bakery,Invalid,250,3.3,11
https://www.zomato.com/chennai/dil-food-village-avadi,Dil Food Village," 5 OCF Road, Avadi, Chennai",Avadi,"Fast Food, Biryani",Invalid,200,3.2,13
https://www.zomato.com/chennai/rr-chettinad-family-restaurant-sholinganallur,RR Chettinad Family Restaurant," 6/42, Sannathi Street, Sholinganallur, Chennai",Sholinganallur,"South Indian, Biryani, Chinese",Invalid,300,3.2,14
https://www.zomato.com/chennai/bismillah-hotel-pallavaram,Bismillah Hotel," 5/90A, Pammal Main Rd, Pallavaram, Chennai",Pallavaram,Biryani,Invalid,200,3.2,4
https://www.zomato.com/chennai/go-cane-fresh-kotturpuram,Go Cane Fresh," 39/23, R.S SRIDHAR SALAI, Kotturpuram, Chennai",Kotturpuram,Juices,Invalid,100,3.3,7
https://www.zomato.com/chennai/parvathi-amma-fish-kolambu-shop-vadapalani,Parvathi Amma Fish Kolambu Shop," 29, Aadhimula Perumal Koil Street, Vadapalani, Chennai",Vadapalani,South Indian,Invalid,250,3.2,7
https://www.zomato.com/chennai/sip-bite-nandanam,Sip & Bite," 672, 8th Floor, Temple Towers, Nandanam, Chennai",Nandanam,Fast Food,Invalid,150,3.3,9
https://www.zomato.com/chennai/the-kanteen-navallur,The Kanteen," Thazambur Road, Navallur, Chennai",Navallur,Fast Food,Invalid,200,3.2,9
https://www.zomato.com/chennai/triple-treat-perungudi,Triple Treat," Seevaram 2nd Stage, Seevaram, Perungudi, Chennai",Perungudi,South Indian,Invalid,300,3.1,9
https://www.zomato.com/chennai/burger-guyz-anna-nagar-east,Burger Guyz," 3rd Avenue, Shanthi Colony, Anna Nagar East, Chennai",Anna Nagar East,"Burger, Street Food",Invalid,200,3.2,8
https://www.zomato.com/chennai/tasty-vitamins-porur,Tasty Vitamins," M K Street, Dhanam Nagar, Kumudam Nagar, Mugalivakkam, Near Porur, Chennai",Porur,"Fast Food, Beverages",Invalid,200,3.3,9
https://www.zomato.com/chennai/valli-burma-atho-kadai-perambur,Valli Burma Atho Kadai," 72/1, M.H. Road, Perambur, Chennai",Perambur,Street Food,Invalid,160,3.2,9
https://www.zomato.com/chennai/big-biriyani-mogappair,Big Biriyani," 7, Church Road, Mogappair East, Chennai",Mogappair,Chinese,Invalid,300,3.4,7
https://www.zomato.com/chennai/pubg-cafe-ramapuram,PUBG Cafe," 1, River View Road Ambedkar Nagar, Manapakkam, Ramapuram, Chennai",Ramapuram,Sandwich,Invalid,400,3.2,9
https://www.zomato.com/chennai/the-boo-shop-2-velachery,The Boo Shop," 8, Gangaiamma Kovil Street, Kamarajapuram, Velachery, Chennai",Velachery,"Fast Food, Sandwich, Burger",Invalid,250,3.2,6
https://www.zomato.com/chennai/karaikal-mauriyas-vepery,Karaikal Mauriya's," 78, Poonamalle High Road, Periyamet, Vepery, Chennai",Vepery,"Chinese, North Indian, Seafood",Invalid,400,3.2,7
https://www.zomato.com/chennai/samo-perungudi,Samo," 33, Thiruvalluvar Street, Thiruvengadam Nagar, Perungudi, Chennai",Perungudi,Fast Food,Invalid,200,3.3,8
https://www.zomato.com/chennai/devas-choccy-woccy-navallur,Deva's Choccy Woccy," OMR Food Street, Navallur, Chennai",Navallur,Desserts,Invalid,200,3.3,8
https://www.zomato.com/chennai/genie-andhra-foods-taramani,Genie Andhra Foods," 5/25, Pillaiyar Koil Street, Taramani, Chennai, Tamil Nadu",Taramani,"North Indian, South Indian, Biryani",Invalid,200,3.4,12
https://www.zomato.com/chennai/samy-chicken-chettinadu-unavakam-thiruvanmiyur,Samy Chicken Chettinadu Unavakam," 121, LB Road, Thiruvanmiyur, Chennai",Thiruvanmiyur,"North Indian, South Indian, Chinese",Invalid,400,3.3,10
https://www.zomato.com/chennai/foodies-park-chengalpattu,Foodies Park," 48/1, Pandiyan Street, Alapakkam, Vallam Post, Chengalpattu, Chennai",Chengalpattu,"Fast Food, North Indian",Invalid,200,3.2,8
https://www.zomato.com/chennai/sathvik-on-wheels-k-k-nagar,Sathvik On Wheels," 1, 71st Street, 11th Sector, K.K. Nagar, Chennai",K.K. Nagar,South Indian,Invalid,300,3.1,9
https://www.zomato.com/chennai/italian-pizza-co-t-nagar,Italian Pizza Co.," 16, Dr. Nair Road, Besides IDBI Bank Pondy Bazaar, T. Nagar, Chennai",T. Nagar,"Pizza, Italian, Beverages",Invalid,800,3.2,6
https://www.zomato.com/chennai/golden-bawarchi-vandalur,Golden Bawarchi," 936, Kelambakkam Main Road, Keelakotayiur, Madurapakkam, Vandalur, Chennai",Vandalur,"North Indian, Chinese",Invalid,300,3,6
https://www.zomato.com/chennai/sugar-base-studio-porur,Sugar Base Studio," 93, 1st Floor, Trunk Road, Porur, Chennai",Porur,"Desserts, Bakery",Invalid,500,2.9,6
https://www.zomato.com/chennai/chai-talkies-kodambakkam,Chai Talkies," 2/26, 1st Main Road, United India Colony, Kodambakkam, Chennai",Kodambakkam,"Beverages, Street Food",Invalid,200,3.3,8
https://www.zomato.com/chennai/time-out-popcorn-purasavakkam,Time Out Popcorn," 127, Bricklin Road, Purasavakkam, Chennai",Purasavakkam,Street Food,Invalid,150,3.2,5
https://www.zomato.com/chennai/tea-tag-k-k-nagar,Tea Tag," 2, PT Rajan Salai, K.K. Nagar, Chennai",K.K. Nagar,"Beverages, Fast Food",Invalid,200,3.1,9
https://www.zomato.com/chennai/gowri-shankar-hotels-nungambakkam,Gowri Shankar Hotels," 98, Valluvar Kottam High Road, Ponnangipuram, Nungambakkam, Chennai",Nungambakkam,"North Indian, South Indian, Chinese",Invalid,400,3.3,11
https://www.zomato.com/chennai/sri-aarya-bhavan-gst-road,Sri Aarya Bhavan," 6/5A, Vallanchery Village,Guduvanchery, GST Road, Chennai",GST Road,"South Indian, Chinese, Beverages",Invalid,300,3.3,6
https://www.zomato.com/chennai/cokkarakco-the-chaat-house-arumbakkam,Cokkarakco The Chaat House," NO.3, SREE MOOGAMBIKAI NAGAR, SURAPET MAIN ROAD, VINAYAGAPURAM, MADAVARAM",Arumbakkam,"Fast Food, Beverages",Invalid,300,invalid,invalid
https://www.zomato.com/chennai/oh-yeah-sandwiches-kilpauk,Oh Yeah Sandwiches," 25A, Landons Road, Kilpauk, Chennai",Kilpauk,"Fast Food, Street Food",Invalid,200,3.3,8
https://www.zomato.com/chennai/pink-cupcakes-1-virugambakkam,Pink Cupcakes," 21, Muniyappan Nagar, Opp.Thatha Kadai, Virugambakkam, Chennai",Virugambakkam,Bakery,Invalid,200,invalid,invalid
https://www.zomato.com/chennai/the-shake-station-pallavaram,The Shake Station," 8, GST Road, Pallavaram, Chennai",Pallavaram,"Desserts, Beverages",Invalid,250,3.2,7
https://www.zomato.com/chennai/the-cheese-cafe-anna-nagar-west,The Cheese Cafe," 340 & 341, 2nd Avenue, G Block, Ranganathan Garden, Anna Nagar West",Anna Nagar West,"Pizza, Fast Food",Invalid,350,invalid,invalid
https://www.zomato.com/chennai/night-tiffin-pallikaranai,Night Tiffin, Delivery Only,Pallikaranai,"South Indian, Chinese",Invalid,200,3.2,8
https://www.zomato.com/chennai/sri-govinda-bhavan-triplicane,Sri Govinda Bhavan," 1, Sivaraman Street, Triplicane, Chennai",Triplicane,"South Indian, Chinese",Invalid,200,3.3,12
https://www.zomato.com/chennai/bhakshanam-t-nagar,Bhakshanam," 2, Bagirathi Ammal Street, T. Nagar, Chennai","Paati Veedu, T.Nagar","Mithai, Fast Food",Invalid,350,3.4,11
https://www.zomato.com/chennai/hotel-udayam-maduravoyal,Hotel Udayam," 26/1, Poovai High Road, Maduravoyal, Chennai",Maduravoyal,"North Indian, South Indian",Invalid,200,3.3,8
https://www.zomato.com/chennai/tiffin-kadai-1-thuraipakkam,Tiffin Kadai," Chennai Food Town, 200 Feet Radial Link Road, Near Thuraipakkam Toll Gate, Thuraipakkam, Chennai","Chennai Food Town, Thuraipakkam","South Indian, Chettinad",Invalid,200,3.1,10
https://www.zomato.com/chennai/bhakaya-mahabalipuram,Bhakaya," 34, Kings Nagar, Shore Temple Town, East Coast Road, Mahabalipuram, Chennai",Mahabalipuram,"Seafood, Chinese, Chettinad",Invalid,500,invalid,invalid
https://www.zomato.com/chennai/house-of-pizzas-thuraipakkam,House of Pizzas," 1/151, Ground Floor, Post Office Street, Thuraipakkam, Chennai",Thuraipakkam,Pizza,Invalid,500,3.1,8
https://www.zomato.com/chennai/madras-biryani-house-neelangarai,Madras Biryani House," 3 ECR Gardens, Vaithyalingam First Cross Street, Neelangarai, Chennai",Neelangarai,Biryani,Invalid,300,invalid,invalid
https://www.zomato.com/chennai/al-araf-rubiya-maju-ambattur,Al Araf Rubiya Maju," OMR Food Street, Ambattur","OMR Food Street, Ambattur",Chinese,Invalid,250,3.4,6
https://www.zomato.com/chennai/sauce-o-cheese-selaiyur,Sauce 'O' Cheese," Hansa Garden, S Block, Madambakkam Main Road, Rajkilpakkam, Chennai",Selaiyur,Fast Food,Invalid,250,3.1,9
https://www.zomato.com/chennai/chennai-mass-burma-food-potheri,Chennai Mass - Burma Food," 7, GST Road, Thailavaram, Potheri, Chennai",Potheri,"Burmese, Chinese, Biryani",Invalid,150,3.2,7
https://www.zomato.com/chennai/salt-mango-tree-virugambakkam,Salt Mango Tree," Kaliamman Koil Street, Chinmaya Nagar Stage 2, Natesa Nagar, Virugambakkam, Chennai",Virugambakkam,"Kerala, South Indian",Invalid,400,3.3,7
https://www.zomato.com/chennai/balaji-mess-chengalpattu,Balaji Mess," 22/8C, Varadanar Street, Vedhachala Nagar, Near SBI, Chengalpattu, Chennai",Chengalpattu,"South Indian, Fast Food, Street Food",Invalid,200,3.3,9
https://www.zomato.com/chennai/cake-nest-pallikaranai,Cake Nest," 1, Velachery Main Road, Pallikaranai, Chennai",Pallikaranai,"Bakery, Desserts",Invalid,400,3.2,7
https://www.zomato.com/chennai/thangam-restaurant-porur,Thangam Restaurant," 219, Trunk Road, Porur, Chennai",Porur,"Chinese, South Indian, North Indian",Invalid,200,3.2,9
https://www.zomato.com/chennai/triplicane-biriyani-ashok-nagar,Triplicane Biriyani," 119, Pachaiappan Street, West Jafferkhanpet, Ashok Nagar, Chennai",Ashok Nagar,"Biryani, Fast Food",Invalid,250,3.3,9
https://www.zomato.com/chennai/shades-of-shakes-velachery,Shades Of Shakes," 137, Grand Diner, Grand Square Mall, Velachery - Tambaram Main Road, V.O.C Nagar, Velachery, Chennai","The Grand Mall, Velachery",Beverages,Invalid,250,3.3,8
https://www.zomato.com/chennai/gelato-factory-mahabalipuram,Gelato Factory," Othavadai Street, Fisherman Colony, Salavankuppam, Mahabalipuram, Chennai",Mahabalipuram,Ice Cream,Invalid,200,3.3,6
https://www.zomato.com/chennai/arabian-food-court-vadapalani,Arabian Food Court," 45C, Nerkundram Pathai, Vadapalani, Chennai",Vadapalani,"Arabian, Chinese, Rolls",Invalid,300,3.2,10
https://www.zomato.com/chennai/mini-bites-guindy,Mini Bites," New 19, Old 35, Labour Colony, Guindy, Chennai",Guindy,"Fast Food, Sandwich, Burger, Wraps, Beverages",Invalid,300,3.3,7
https://www.zomato.com/chennai/tastea-cafee-tambaram,Tastea Cafee," 41, 263/A, Block A, Velachery Road, Tambaram, Chennai",Tambaram,"Beverages, Fast Food",Invalid,250,2.9,9
https://www.zomato.com/chennai/mittoss-vegg-factory-mylapore,Mittoss Vegg Factory," Door 107, Dr. Ranga Road, Mylapore, Chennai",Mylapore,"North Indian, South Indian, Chinese",Invalid,250,3.1,6
https://www.zomato.com/chennai/seasons-taramani,Seasons," 5, Ascendas IT Park Phases 1 CSIR Road, Taramani, Chennai","Ascendas IT Park, Taramani","Juices, Beverages",Invalid,200,3.1,6
https://www.zomato.com/chennai/ceylon-parotta-medavakkam,Ceylon Parotta," 11/487, Medavakkam Main Road, Kovilambakkam, Chennai",Medavakkam,"Chinese, South Indian",Invalid,400,3.2,8
https://www.zomato.com/chennai/sri-vijaya-durga-andhra-mess-aminijikarai,Sri Vijaya Durga Andhra Mess," 12/14, Railway Colony First Street, Mehtha Nagar, Aminijikarai, Chennai",Aminijikarai,Andhra,Invalid,300,3,8
https://www.zomato.com/chennai/juicy-affair-kilpauk,Juicy Affair," 10, Landons Road, Kilpauk, Chennai",Kilpauk,Juices,Invalid,150,3.3,8
https://www.zomato.com/chennai/vivekananda-coffee-1-t-nagar,Vivekananda Coffee," 94, Usman Road,  Near Renganathan Street, T. Nagar, Chennai",T. Nagar,Coffee,Invalid,100,3.3,6
https://www.zomato.com/chennai/s3-shree-the-sandwich-station-chromepet,S3 - Shree The Sandwich Station," 75, Sangam Street, Padmanabha Nagar, Hasthinapuram, Chromepet, Chennai",Chromepet,Asian,Invalid,400,3.3,12
https://www.zomato.com/chennai/madras-hot-chips-nanganallur,Madras Hot Chips," 6, Shop No 4, A.M Jain College Staff Colony, Nanganallur, Chennai",Nanganallur,Bakery,Invalid,350,invalid,invalid
https://www.zomato.com/chennai/cake-basket-purasavakkam,Cake Basket," 50, Venkatachalam Street, Choolai, Vepery, Chennai",Purasavakkam,Bakery,Invalid,200,3,6
https://www.zomato.com/chennai/sempon-restaurant-taramani,Sempon Restaurant," 5, Ascendas IT Park, Phases 1, CSIR Road, Taramani, Chennai","Ascendas IT Park, Taramani",South Indian,Invalid,300,3.3,8
https://www.zomato.com/chennai/aachi-chettinad-restaurant-karapakkam,Aachi Chettinad Restaurant," 146/1, Rajivi Gandhi Salai, OMR, Karappakam, Chennai",Karapakkam,"Chettinad, Chinese",Invalid,300,3.3,9
https://www.zomato.com/chennai/manna-hyd-biryani-house-porur,Manna Hyd Biryani House," Plot 1, CRR Puram, Mugalivikkam, Porur, Chennai",Porur,"Biryani, Hyderabadi, Beverages",Invalid,400,3.3,7
https://www.zomato.com/chennai/brooklyn-mylapore,Brooklyn," Hotel Manhattan, 1, RK Salai, Cathedral Road, Mylapore, Chennai","Hotel Manhattan, Mylapore","North Indian, South Indian, Chinese",Invalid,500,2.9,7
https://www.zomato.com/chennai/the-chefs-karandi-adambakkam,The Chef's Karandi," 18, Shastri Nagar, Main Road, Near Kakan Bridge, Balakrishnapuram, Adambakkam, Chennai",Adambakkam,"North Indian, South Indian, Chinese, Fast Food",Invalid,500,3.3,12
https://www.zomato.com/chennai/moon-bawarchi-biryani-house-kolathur,Moon Bawarchi Biryani House," 2/41, 200 Feet Road, Vinayagapuram, Kovilambakkam, Kolathur, Chennai",Kolathur,"Biryani, Chinese",Invalid,400,3.1,8
https://www.zomato.com/chennai/statement-cafe-time-for-tea-adyar,Statement Cafe - Time for Tea," Shop 42, Kamraj Avenue, 2nd Street, Adyar, Chennai",Adyar,Beverages,Invalid,500,3.2,7
https://www.zomato.com/chennai/rice-rotti-anna-salai,Rice & Rotti," 105, Anna Salai, Chennai",Anna Salai,"North Indian, Chinese",Invalid,350,3,10
https://www.zomato.com/chennai/sri-kumaran-hotel-chetpet,Sri Kumaran Hotel," 31, School Road, Chetpet, Chennai",Chetpet,South Indian,Invalid,100,3,9
https://www.zomato.com/chennai/karaikudi-subbiah-mess-1-madipakkam,Karaikudi Subbiah Mess," 363/5, Sabari Salai, Karthikeyapuram, Madipakkam, Chennai",Madipakkam,"Fast Food, South Indian, Chinese",Invalid,300,3.2,4
https://www.zomato.com/chennai/good-ol-cakes-selaiyur,Good ol' Cakes," 4th Street, Shanthi Niketan Colony Extension, 5th street, Selaiyur, Chennai",Selaiyur,"Bakery, Desserts",Invalid,300,3.2,12
https://www.zomato.com/chennai/udipi-raos-cafe-gst-road,Udipi Rao's Cafe," 1, Urapakkam, GST Road, Chennai",GST Road,South Indian,Invalid,300,2.9,10
https://www.zomato.com/chennai/snack-box-kilpauk,Snack Box," New 203/3, Old 290, Kilpauk Garden Road, Kilpauk, Chennai",Kilpauk,"Street Food, Fast Food",Invalid,100,invalid,invalid
https://www.zomato.com/chennai/crazy-bites-medavakkam,Crazy Bites," 3/156A, Mageshwari Street, Padmavathi Nagar, Jalldaianpet, Medavakkam, Chennai",Medavakkam,"Fast Food, Momos",Invalid,250,invalid,invalid
https://www.zomato.com/chennai/big-paratha-house-velachery,Big Paratha House," 137, Main Road, Velachery, Chennai",Velachery,North Indian,Invalid,200,3,5
https://www.zomato.com/chennai/big-paratha-house-velachery,Big Paratha House," 137, Main Road, Velachery, Chennai",Velachery,North Indian,Invalid,200,3,5
https://www.zomato.com/chennai/moras-the-dosice-incarnation-aminijikarai,Moras - The Dosice Incarnation," 82, Choolaimedu High Road, Namasivaya Puram, Aminijikarai, Chennai",Aminijikarai,"Sandwich, Beverages",Invalid,200,3.2,8
https://www.zomato.com/chennai/radhas-bhavan-vadapalani,Radha's Bhavan," 7/37, 100 Feet Road, Vadapalani, Chennai",Vadapalani,South Indian,Invalid,200,3.2,8
https://www.zomato.com/chennai/kabeer-biryani-purasavakkam,Kabeer Biryani," 4/36, Thank Street, Purasavakkam, Chennai",Purasavakkam,"North Indian, Chinese, Biryani",Invalid,300,3.2,11
https://www.zomato.com/chennai/patio-1-anna-nagar-west,Patio," 50/14, Soundarya Colony, Anna Nagar West, Chennai",Anna Nagar West,"North Indian, Chinese",Invalid,400,3.4,12
https://www.zomato.com/chennai/kebab-trip-perambur,Kebab Trip," Muthamizh Nagar, Kannadasan Nagar, Kondungaiyur",Perambur,"Chinese, Fast Food",Invalid,300,3.2,8
https://www.zomato.com/chennai/the-pasta-taramani,The Pasta," 55, Karumariamman Kovil, 4th Street, Near 100ft Road Taramani Bus Stop, Taramani, Chennai",Taramani,Fast Food,Invalid,300,3,6
https://www.zomato.com/chennai/black-pearl-adyar,Black Pearl," Sardar Patel Road, Nethaji Colony, Kasturba Nagar, Adyar, Chennai",Adyar,"Bar Food, North Indian, BBQ",Invalid,800,3.3,8
https://www.zomato.com/chennai/tibet-momo-anna-nagar-west,Tibet Momo," 340 - 341, 2nd Avenue, G Block, Ranganathan Garden, Anna Nagar West, Chennai","Kora Food Street, Anna Nagar West","Chinese, Momos",Invalid,200,3.2,4
https://www.zomato.com/chennai/ra-kozhi-thiruvanmiyur,Ra Kozhi," 48/1, Srinivasapuram, ECR Thiruvanmiyur, Tambaram MPTY, Thiruvanmiyur, Chennai",Thiruvanmiyur,Chinese,Invalid,400,invalid,invalid
https://www.zomato.com/chennai/the-curry-tree-saligramam,The Curry Tree," G/10A, SSR Pankajam Road, Saligramam, Chennai",Saligramam,"North Indian, South Indian, Chinese",Invalid,600,2.9,10
https://www.zomato.com/chennai/suvai-garden-restaurant-selaiyur,Suvai Garden Restaurant," 183, Velachery Main Road, Gowrivakkam, East tambaram, Selaiyur, Chennai",Selaiyur,"South Indian, North Indian, Chinese",Invalid,700,2.9,7
https://www.zomato.com/chennai/pizza-tower-ambattur,Pizza Tower," 93, Cholambedu Road, Tirumullaivoyal, Near Ambattur, Chennai",Ambattur,"Italian, Fast Food",Invalid,400,invalid,invalid
https://www.zomato.com/chennai/aaha-kalyana-biriyani-k-k-nagar,Aaha Kalyana Biriyani," 53/20, Anna Main Road, MGR Nagar, Near K.K. Nagar, Chennai",K.K. Nagar,Biryani,Invalid,200,3.1,invalid
https://www.zomato.com/chennai/sri-srinivasa-sweets-bakery-t-nagar,Sri Srinivasa Sweets & Bakery," 10/4, South Usman Road, T Nagar, Chennai, T. Nagar, Chennai",T. Nagar,Bakery,Invalid,150,3.1,4
https://www.zomato.com/chennai/charcoal-barbeque-purasavakkam,Charcoal Barbeque," 53/2, Mookathal Street, Purasavakkam, Chennai",Purasavakkam,"BBQ, Chinese",Invalid,350,3.4,10
https://www.zomato.com/chennai/honest-cafe-anna-nagar-east,Honest Cafe," 71/C, Opposite Kolathur Sirinivasa Nagar Don Bosco School, Redhills Road, Janakiram Reddy Colony, Villivakkam, Anna Nagar East, Chennai",Anna Nagar East,Fast Food,Invalid,200,3.1,6
https://www.zomato.com/chennai/karaikudi-gravies-mogappair,Karaikudi Gravies," 114, 4th Main Road, Nolambur, Mogappair, Chennai",Mogappair,"Chettinad, Chinese",Invalid,350,invalid,invalid
https://www.zomato.com/hidden-secret,Hidden Secret, Delivery Only,Valasaravakkam,"Sandwich, Fast Food, Beverages",Invalid,250,3.2,7
https://www.zomato.com/chennai/dolphin-fast-food-perambur,Dolphin Fast Food," Karthikeyan Road, Periyar Nagar West, Perambur, Chennai",Perambur,"North Indian, South Indian, Chinese, Arabian",Invalid,600,3.3,9
